DEPARTAMENTO,MUNICIPIO,ARMAS MEDIOS,FECHA HECHO,GENERO,*AGRUPA EDAD PERSONA,CANTIDAD
AMAZONAS,LETICIA (CT),ARMA BLANCA / CORTOPUNZANTE,12/02/2021,FEMENINO,ADULTOS,1
AMAZONAS,LETICIA (CT),ARMA BLANCA / CORTOPUNZANTE,24/02/2021,FEMENINO,ADOLESCENTES,1
AMAZONAS,LETICIA (CT),ARMA BLANCA / CORTOPUNZANTE,11/03/2021,MASCULINO,ADULTOS,1
AMAZONAS,LETICIA (CT),ARMA BLANCA / CORTOPUNZANTE,21/03/2021,FEMENINO,ADULTOS,1
AMAZONAS,LETICIA (CT),ARMA BLANCA / CORTOPUNZANTE,03/04/2021,MASCULINO,ADULTOS,1
AMAZONAS,PUERTO NARIÑO,ARMA BLANCA / CORTOPUNZANTE,01/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ANDES,ARMA BLANCA / CORTOPUNZANTE,14/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ANDES,ARMA BLANCA / CORTOPUNZANTE,01/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ANORÍ,ARMA BLANCA / CORTOPUNZANTE,02/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,01/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,02/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,04/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,06/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,08/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,25/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,28/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,30/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,03/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,08/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,23/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,25/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,27/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,28/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,09/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,10/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,21/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,29/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,05/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,ARMA BLANCA / CORTOPUNZANTE,12/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ARMENIA,ARMA BLANCA / CORTOPUNZANTE,31/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BARBOSA,ARMA BLANCA / CORTOPUNZANTE,07/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BARBOSA,ARMA BLANCA / CORTOPUNZANTE,10/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BARBOSA,ARMA BLANCA / CORTOPUNZANTE,27/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,01/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,04/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,05/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,06/01/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,08/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,12/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,12/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,15/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,19/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,19/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,20/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,21/01/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,21/01/2021,MASCULINO,MENORES,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,25/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,25/01/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,27/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,28/01/2021,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,28/01/2021,FEMENINO,ADULTOS,3
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,30/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,30/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,31/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,31/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,03/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,08/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,08/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,09/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,10/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,11/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,11/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,12/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,12/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,13/02/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,14/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,14/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,16/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,20/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,22/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,24/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,25/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,27/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,03/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,05/03/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,07/03/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,09/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,09/03/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,12/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,14/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,16/03/2021,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,17/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,18/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,19/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,20/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,20/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,21/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,22/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,23/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,24/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,25/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,26/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,26/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,27/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,27/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,28/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,29/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,29/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,30/03/2021,FEMENINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,31/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,02/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,05/04/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,10/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,13/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,14/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,15/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,18/04/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,20/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,21/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,22/04/2021,MASCULINO,ADULTOS,4
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,23/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,24/04/2021,FEMENINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,25/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,26/04/2021,FEMENINO,ADULTOS,2
ANTIOQUIA,BELLO,ARMA BLANCA / CORTOPUNZANTE,27/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,15/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,20/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,22/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,04/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,11/02/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,23/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,07/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,13/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,24/03/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,08/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,ARMA BLANCA / CORTOPUNZANTE,12/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,CAÑASGORDAS,ARMA BLANCA / CORTOPUNZANTE,04/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,ARMA BLANCA / CORTOPUNZANTE,26/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,ARMA BLANCA / CORTOPUNZANTE,18/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,ARMA BLANCA / CORTOPUNZANTE,05/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,ARMA BLANCA / CORTOPUNZANTE,25/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,CAREPA,ARMA BLANCA / CORTOPUNZANTE,27/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,ARMA BLANCA / CORTOPUNZANTE,17/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,ARMA BLANCA / CORTOPUNZANTE,20/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,ARMA BLANCA / CORTOPUNZANTE,07/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,ARMA BLANCA / CORTOPUNZANTE,16/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,ARMA BLANCA / CORTOPUNZANTE,24/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,CHIGORODÓ,ARMA BLANCA / CORTOPUNZANTE,10/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CISNEROS,ARMA BLANCA / CORTOPUNZANTE,20/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,CIUDAD BOLÍVAR,ARMA BLANCA / CORTOPUNZANTE,13/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,COCORNÁ,ARMA BLANCA / CORTOPUNZANTE,30/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,06/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,10/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,30/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,11/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,21/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,28/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,08/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,14/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,15/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,20/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,25/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,22/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,22/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,ARMA BLANCA / CORTOPUNZANTE,30/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,DABEIBA,ARMA BLANCA / CORTOPUNZANTE,09/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,DON MATÍAS,ARMA BLANCA / CORTOPUNZANTE,20/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,ARMA BLANCA / CORTOPUNZANTE,20/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,EL SANTUARIO,ARMA BLANCA / CORTOPUNZANTE,25/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,04/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,04/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,05/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,06/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,12/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,19/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,22/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,25/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,26/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,01/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,02/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,04/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,04/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,05/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,05/02/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,06/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,14/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,15/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,16/02/2021,FEMENINO,ADULTOS,2
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,16/02/2021,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,17/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,18/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,20/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,03/03/2021,MASCULINO,ADULTOS,2
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,05/03/2021,FEMENINO,ADULTOS,2
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,13/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,14/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,15/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,16/03/2021,FEMENINO,ADULTOS,2
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,17/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,18/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,19/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,28/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,03/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,12/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,13/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,18/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,24/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ENVIGADO,ARMA BLANCA / CORTOPUNZANTE,27/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,FRONTINO,ARMA BLANCA / CORTOPUNZANTE,23/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,08/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,29/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,02/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,11/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,02/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,13/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,14/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,15/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,21/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,25/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GIRARDOTA,ARMA BLANCA / CORTOPUNZANTE,25/04/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,06/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,25/01/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,07/02/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,14/02/2021,FEMENINO,ADULTOS,2
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,14/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,16/02/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,14/03/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,23/03/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,01/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,04/04/2021,FEMENINO,ADULTOS,1
ANTIOQUIA,GUARNE,ARMA BLANCA / CORTOPUNZANTE,19/04/2021,FEMENINO,ADULTOS,2
ANTIOQUIA,ITAGUI,ARMA BLANCA / CORTOPUNZANTE,07/01/2021,MASCULINO,ADULTOS,3
ANTIOQUIA,ITAGUI,ARMA BLANCA / CORTOPUNZANTE,12/01/2021,FEMENINO,ADULTOS,2
ANTIOQUIA,ITAGUI,ARMA BLANCA / CORTOPUNZANTE,15/01/2021,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,ARMA BLANCA / CORTOPUNZANTE,17/01/2021,MASCULINO,ADULTOS,1
