DEPARTAMENTO,MUNICIPIO,ARMAS MEDIOS,FECHA HECHO,GENERO,*AGRUPA EDAD PERSONA,CANTIDAD
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,14/04/2021,MASCULINO,ADULTOS,5
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,15/04/2021,FEMENINO,ADULTOS,7
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,15/04/2021,MASCULINO,ADULTOS,3
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,16/04/2021,FEMENINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,16/04/2021,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,17/04/2021,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,19/04/2021,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,20/04/2021,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,22/04/2021,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,24/04/2021,MASCULINO,ADULTOS,3
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,25/04/2021,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,28/04/2021,FEMENINO,ADULTOS,4
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,28/04/2021,MASCULINO,ADULTOS,3
SANTANDER,BUCARAMANGA (CT),ARMA DE FUEGO,29/04/2021,MASCULINO,ADULTOS,2
SANTANDER,CIMITARRA,ARMA DE FUEGO,16/03/2021,MASCULINO,ADULTOS,1
SANTANDER,CIMITARRA,ARMA DE FUEGO,28/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,04/01/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,05/01/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,05/01/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,06/01/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,06/01/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,08/01/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,12/01/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,13/01/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,13/01/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,14/01/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,14/01/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,15/01/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,15/01/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,16/01/2021,MASCULINO,ADOLESCENTES,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,19/01/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,19/01/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,20/01/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,21/01/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,23/01/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,23/01/2021,MASCULINO,ADULTOS,4
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,26/01/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,28/01/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,29/01/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,30/01/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,01/02/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,02/02/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,02/02/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,03/02/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,03/02/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,04/02/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,04/02/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,05/02/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,06/02/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,07/02/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,09/02/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,10/02/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,10/02/2021,MASCULINO,ADULTOS,3
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,12/02/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,13/02/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,13/02/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,19/02/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,21/02/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,23/02/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,24/02/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,25/02/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,25/02/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,26/02/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,26/02/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,27/02/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,28/02/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,02/03/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,02/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,03/03/2021,FEMENINO,ADULTOS,3
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,03/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,04/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,05/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,08/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,09/03/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,09/03/2021,MASCULINO,ADULTOS,3
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,11/03/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,13/03/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,13/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,15/03/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,15/03/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,18/03/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,19/03/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,20/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,23/03/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,24/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,25/03/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,25/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,26/03/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,26/03/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,27/03/2021,FEMENINO,ADULTOS,4
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,27/03/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,29/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,30/03/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,31/03/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,03/04/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,04/04/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,04/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,05/04/2021,FEMENINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,05/04/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,06/04/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,06/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,07/04/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,08/04/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,09/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,10/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,12/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,13/04/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,14/04/2021,MASCULINO,ADULTOS,2
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,15/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,17/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,19/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,20/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,23/04/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,24/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,25/04/2021,MASCULINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,26/04/2021,FEMENINO,ADULTOS,1
SANTANDER,FLORIDABLANCA,ARMA DE FUEGO,29/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,04/01/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,13/01/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,26/01/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,27/01/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,01/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,08/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,10/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,12/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,13/02/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,16/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,17/02/2021,FEMENINO,ADULTOS,2
SANTANDER,GIRÓN,ARMA DE FUEGO,21/02/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,21/02/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,ARMA DE FUEGO,22/02/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,03/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,06/03/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,ARMA DE FUEGO,08/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,09/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,11/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,23/03/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,ARMA DE FUEGO,26/03/2021,MASCULINO,ADULTOS,2
SANTANDER,GIRÓN,ARMA DE FUEGO,28/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,31/03/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,13/04/2021,FEMENINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,15/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,19/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,20/04/2021,MASCULINO,ADULTOS,1
SANTANDER,GIRÓN,ARMA DE FUEGO,22/04/2021,FEMENINO,ADULTOS,1
SANTANDER,LANDÁZURI,ARMA DE FUEGO,22/03/2021,MASCULINO,ADULTOS,1
SANTANDER,LANDÁZURI,ARMA DE FUEGO,30/03/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,06/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,11/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,14/01/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,16/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,19/01/2021,MASCULINO,ADULTOS,5
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,24/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,29/01/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,01/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,02/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,03/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,04/02/2021,MASCULINO,ADULTOS,2
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,06/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,07/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,08/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,11/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,16/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,16/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,19/02/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,19/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,22/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,23/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,24/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,25/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,28/02/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,01/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,07/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,08/03/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,30/03/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,03/04/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,03/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,04/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,11/04/2021,FEMENINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,11/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,14/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PIEDECUESTA,ARMA DE FUEGO,20/04/2021,MASCULINO,ADULTOS,1
SANTANDER,PUERTO WILCHES,ARMA DE FUEGO,09/01/2021,MASCULINO,ADULTOS,1
SANTANDER,PUERTO WILCHES,ARMA DE FUEGO,27/01/2021,MASCULINO,ADULTOS,1
SANTANDER,RIONEGRO,ARMA DE FUEGO,26/02/2021,MASCULINO,ADULTOS,1
SANTANDER,RIONEGRO,ARMA DE FUEGO,05/04/2021,MASCULINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,ARMA DE FUEGO,14/02/2021,MASCULINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,ARMA DE FUEGO,20/02/2021,FEMENINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,ARMA DE FUEGO,20/02/2021,MASCULINO,ADULTOS,1
SANTANDER,SABANA DE TORRES,ARMA DE FUEGO,06/04/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN GIL,ARMA DE FUEGO,05/01/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN VICENTE DE CHUCURÍ,ARMA DE FUEGO,12/01/2021,MASCULINO,ADULTOS,1
SANTANDER,SAN VICENTE DE CHUCURÍ,ARMA DE FUEGO,25/01/2021,FEMENINO,ADULTOS,1
SUCRE,BUENAVISTA,ARMA DE FUEGO,15/03/2021,MASCULINO,ADULTOS,1
SUCRE,CAIMITO,ARMA DE FUEGO,08/01/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,ARMA DE FUEGO,07/01/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,ARMA DE FUEGO,11/01/2021,MASCULINO,ADULTOS,2
SUCRE,COROZAL,ARMA DE FUEGO,16/01/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,ARMA DE FUEGO,29/01/2021,FEMENINO,ADULTOS,1
SUCRE,COROZAL,ARMA DE FUEGO,04/02/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,ARMA DE FUEGO,10/02/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,ARMA DE FUEGO,15/02/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,ARMA DE FUEGO,08/04/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,ARMA DE FUEGO,13/04/2021,MASCULINO,ADULTOS,1
SUCRE,COROZAL,ARMA DE FUEGO,15/04/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,ARMA DE FUEGO,09/01/2021,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,ARMA DE FUEGO,18/03/2021,FEMENINO,ADULTOS,1
SUCRE,COVEÑAS,ARMA DE FUEGO,28/03/2021,FEMENINO,ADULTOS,1
SUCRE,COVEÑAS,ARMA DE FUEGO,30/03/2021,FEMENINO,ADULTOS,1
SUCRE,COVEÑAS,ARMA DE FUEGO,20/04/2021,FEMENINO,ADULTOS,1
SUCRE,EL ROBLE,ARMA DE FUEGO,20/03/2021,MASCULINO,ADULTOS,1
SUCRE,EL ROBLE,ARMA DE FUEGO,18/04/2021,MASCULINO,ADULTOS,1
SUCRE,GALERAS,ARMA DE FUEGO,26/04/2021,MASCULINO,ADULTOS,1
SUCRE,GUARANDA,ARMA DE FUEGO,10/01/2021,MASCULINO,ADULTOS,1
SUCRE,GUARANDA,ARMA DE FUEGO,31/03/2021,FEMENINO,ADULTOS,1
SUCRE,GUARANDA,ARMA DE FUEGO,07/04/2021,FEMENINO,ADULTOS,1
SUCRE,LA UNIÓN,ARMA DE FUEGO,01/03/2021,MASCULINO,ADULTOS,1
SUCRE,LA UNIÓN,ARMA DE FUEGO,12/03/2021,MASCULINO,ADULTOS,1
SUCRE,MAJAGUAL,ARMA DE FUEGO,01/02/2021,MASCULINO,ADULTOS,1
SUCRE,MAJAGUAL,ARMA DE FUEGO,28/03/2021,FEMENINO,ADULTOS,1
SUCRE,MAJAGUAL,ARMA DE FUEGO,28/03/2021,MASCULINO,ADULTOS,1
SUCRE,MORROA,ARMA DE FUEGO,10/02/2021,MASCULINO,ADULTOS,1
SUCRE,OVEJAS,ARMA DE FUEGO,03/02/2021,MASCULINO,ADULTOS,1
SUCRE,SAMPUÉS,ARMA DE FUEGO,19/01/2021,MASCULINO,ADULTOS,2
SUCRE,SAMPUÉS,ARMA DE FUEGO,04/02/2021,MASCULINO,ADULTOS,1
SUCRE,SAMPUÉS,ARMA DE FUEGO,18/02/2021,FEMENINO,ADULTOS,1
SUCRE,SAMPUÉS,ARMA DE FUEGO,01/03/2021,MASCULINO,ADULTOS,1
SUCRE,SAMPUÉS,ARMA DE FUEGO,06/03/2021,MASCULINO,ADULTOS,1
SUCRE,SAMPUÉS,ARMA DE FUEGO,07/03/2021,MASCULINO,ADULTOS,1
SUCRE,SAMPUÉS,ARMA DE FUEGO,01/04/2021,MASCULINO,ADULTOS,1
SUCRE,SAMPUÉS,ARMA DE FUEGO,17/04/2021,MASCULINO,ADULTOS,2
SUCRE,SAMPUÉS,ARMA DE FUEGO,22/04/2021,MASCULINO,ADULTOS,1
SUCRE,SAN BENITO ABAD,ARMA DE FUEGO,28/03/2021,MASCULINO,ADULTOS,1
SUCRE,SAN LUIS DE SINCÉ,ARMA DE FUEGO,13/01/2021,MASCULINO,ADULTOS,1
SUCRE,SAN MARCOS,ARMA DE FUEGO,19/01/2021,MASCULINO,ADULTOS,1
SUCRE,SAN MARCOS,ARMA DE FUEGO,01/02/2021,MASCULINO,ADULTOS,1
SUCRE,SAN MARCOS,ARMA DE FUEGO,02/03/2021,MASCULINO,ADULTOS,1
SUCRE,SAN MARCOS,ARMA DE FUEGO,23/04/2021,MASCULINO,ADULTOS,1
SUCRE,SANTIAGO DE TOLÚ,ARMA DE FUEGO,03/04/2021,MASCULINO,ADULTOS,1
SUCRE,SANTIAGO DE TOLÚ,ARMA DE FUEGO,04/04/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,07/01/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,11/01/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,12/01/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,13/01/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,13/01/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,14/01/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,14/01/2021,MASCULINO,ADULTOS,2
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,15/01/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,16/01/2021,MASCULINO,ADULTOS,3
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,17/01/2021,FEMENINO,ADULTOS,4
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,19/01/2021,MASCULINO,ADULTOS,2
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,21/01/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,21/01/2021,MASCULINO,ADULTOS,4
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,23/01/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,24/01/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,25/01/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,25/01/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,26/01/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,28/01/2021,FEMENINO,ADULTOS,2
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,30/01/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,01/02/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,02/02/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,02/02/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,03/02/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,04/02/2021,FEMENINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,04/02/2021,MASCULINO,ADULTOS,3
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,05/02/2021,MASCULINO,ADULTOS,1
SUCRE,SINCELEJO (CT),ARMA DE FUEGO,07/02/2021,MASCULINO,ADULTOS,1
